Title,store,description,"sale commission","click url",destination,"link id","link type","coupon code","promotion type","promotion start date","promotion end date"
"Exam Edge - Act now and save 10% on ASPT Healthcare Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your ASPT Healthcare certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.anrdoezrs.net/click-100179843-13344519-1608148945000,https://www.ExamEdge.com/ASPT,13344519,"Text Link",SAVE-ASPT,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on BCNS Nutrition Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your BCNS Nutrition certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.tkqlhce.com/click-100179843-13344567-1608148945000,https://www.ExamEdge.com/CBNS,13344567,"Text Link",SAVE-BCNS,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on CLEP College Placement Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your CLEP College Placement certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.tkqlhce.com/click-100179843-13344572-1608148945000,https://www.ExamEdge.com/CLEP,13344572,"Text Link",SAVE-CLEP,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on PNCB Healthcare Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your PNCB Healthcare certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.dpbolvw.net/click-100179843-13344663-1608148945000,https://www.ExamEdge.com/PNCB,13344663,"Text Link",SAVE-PNCB,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on CCI� Healthcare Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your CCI� Healthcare certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.anrdoezrs.net/click-100179843-13344565-1608148945000,https://www.ExamEdge.com/CCISN,13344565,"Text Link",SAVE-CCI<,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on GAQM Business Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your GAQM Business certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.tkqlhce.com/click-100179843-13344591-1608148945000,https://www.ExamEdge.com/GAQM,13344591,"Text Link",SAVE-GAQM,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on PAX Healthcare Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your PAX Healthcare certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.jdoqocy.com/click-100179843-13344652-1608148945000,https://www.ExamEdge.com/PAX,13344652,"Text Link",SAVE-PAX,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on CEOE Teaching Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your CEOE Teaching certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.tkqlhce.com/click-100179843-13344657-1608148945000,https://www.ExamEdge.com/CEOE,13344657,"Text Link",SAVE-CEOE,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on PECT Teaching Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your PECT Teaching certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.jdoqocy.com/click-100179843-13344664-1608148945000,https://www.ExamEdge.com/PECT,13344664,"Text Link",SAVE-PECT,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on NEHA Service Industry Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your NEHA Service Industry certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.kqzyfj.com/click-100179843-13344455-1608148945000,https://www.ExamEdge.com/NEHA,13344455,"Text Link",SAVE-NEHA,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on NOCTI Dental Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your NOCTI Dental certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.jdoqocy.com/click-100179843-13344462-1608148945000,https://www.ExamEdge.com/NOCTI,13344462,"Text Link",SAVE-NOCT,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on AAMAS Healthcare Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your AAMAS Healthcare certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.jdoqocy.com/click-100179843-13344473-1608148945000,https://www.ExamEdge.com/AAMAS,13344473,"Text Link",SAVE-AAMA,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on TABE Teaching Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your TABE Teaching certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.dpbolvw.net/click-100179843-13344542-1608148945000,https://www.ExamEdge.com/TABE,13344542,"Text Link",SAVE-TABE,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on NFPT Fitness Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your NFPT Fitness certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.dpbolvw.net/click-100179843-13344442-1608148945000,https://www.ExamEdge.com/NFPT,13344442,"Text Link",SAVE-NFPT,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on STS High School Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your STS High School certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.dpbolvw.net/click-100179843-13344524-1608148945000,https://www.ExamEdge.com/STS,13344524,"Text Link",SAVE-STS,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on BONENT Nursing Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your BONENT Nursing certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.dpbolvw.net/click-100179843-13344554-1608148945000,https://www.ExamEdge.com/BONENT,13344554,"Text Link",SAVE-BONE,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on Compass College Placement Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your Compass College Placement certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.kqzyfj.com/click-100179843-13344576-1608148945000,https://www.ExamEdge.com/COMPASS,13344576,"Text Link",SAVE-Comp,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on SLE International Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your SLE International certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.dpbolvw.net/click-100179843-13344674-1608148945000,https://www.ExamEdge.com/SLE,13344674,"Text Link",SAVE-SLE,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on AAFCS Service Industry Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your AAFCS Service Industry certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.dpbolvw.net/click-100179843-13344584-1608148945000,https://www.ExamEdge.com/FCS,13344584,"Text Link",SAVE-AAFC,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
